Date,Time,T_heater,T_liquid,PWM
09-11-2023_16-32-00,0.024166666666666666,33.41,24.68,255
09-11-2023_16-32-00,0.024166666666666666,33.46,24.59,255
09-11-2023_16-32-00,0.024166666666666666,33.5,24.61,255
09-11-2023_16-32-00,0.024166666666666666,33.55,24.63,255
09-11-2023_16-32-01,0.024444444444444446,33.59,24.49,255
09-11-2023_16-32-01,0.024444444444444446,33.63,24.64,255
09-11-2023_16-32-01,0.024444444444444446,33.67,24.57,255
09-11-2023_16-32-01,0.024444444444444446,33.71,24.53,255
09-11-2023_16-32-02,0.024722222222222222,33.76,24.62,255
09-11-2023_16-32-02,0.024722222222222222,33.81,24.47,255
09-11-2023_16-32-02,0.024722222222222222,33.86,24.63,255
09-11-2023_16-32-02,0.024722222222222222,33.9,24.52,255
09-11-2023_16-32-03,0.025,33.95,24.58,255
09-11-2023_16-32-03,0.025,34.0,24.54,255
09-11-2023_16-32-03,0.025,34.04,24.46,255
09-11-2023_16-32-03,0.025,34.09,24.61,255
09-11-2023_16-32-04,0.025277777777777777,34.14,24.44,255
09-11-2023_16-32-04,0.025277777777777777,34.18,24.58,255
09-11-2023_16-32-04,0.025277777777777777,34.24,24.49,255
09-11-2023_16-32-04,0.025277777777777777,34.28,24.51,255
09-11-2023_16-32-05,0.025555555555555557,34.32,24.61,255
09-11-2023_16-32-05,0.025555555555555557,34.37,24.45,255
09-11-2023_16-32-05,0.025555555555555557,34.41,24.62,255
09-11-2023_16-32-05,0.025555555555555557,34.46,24.5,255
09-11-2023_16-32-06,0.025833333333333333,34.5,24.54,255
09-11-2023_16-32-06,0.025833333333333333,34.55,24.62,255
09-11-2023_16-32-06,0.025833333333333333,34.6,24.47,255
09-11-2023_16-32-06,0.025833333333333333,34.64,24.64,255
09-11-2023_16-32-07,0.026111111111111113,34.69,24.49,255
09-11-2023_16-32-07,0.026111111111111113,34.73,24.54,255
09-11-2023_16-32-07,0.026111111111111113,34.77,24.59,255
09-11-2023_16-32-07,0.026111111111111113,34.82,24.45,255
09-11-2023_16-32-08,0.02638888888888889,34.86,24.61,255
09-11-2023_16-32-08,0.02638888888888889,34.91,24.5,255
09-11-2023_16-32-08,0.02638888888888889,34.95,24.49,255
09-11-2023_16-32-08,0.02638888888888889,34.99,24.61,255
09-11-2023_16-32-09,0.02666666666666667,35.04,24.45,255
09-11-2023_16-32-09,0.02666666666666667,35.08,24.55,255
09-11-2023_16-32-09,0.02666666666666667,35.12,24.53,255
09-11-2023_16-32-09,0.02666666666666667,35.16,24.43,255
09-11-2023_16-32-10,0.026944444444444444,35.2,24.59,255
09-11-2023_16-32-10,0.026944444444444444,35.24,24.49,255
09-11-2023_16-32-10,0.026944444444444444,35.29,24.47,255
09-11-2023_16-32-11,0.026944444444444444,35.32,24.6,255
09-11-2023_16-32-11,0.02722222222222222,35.37,24.43,255
09-11-2023_16-32-11,0.02722222222222222,35.41,24.52,255
09-11-2023_16-32-11,0.02722222222222222,35.45,24.59,255
09-11-2023_16-32-12,0.02722222222222222,35.5,24.46,255
09-11-2023_16-32-12,0.0275,35.54,24.63,255
09-11-2023_16-32-12,0.0275,35.59,24.5,255
09-11-2023_16-32-12,0.0275,35.63,24.54,255
09-11-2023_16-32-13,0.0275,35.68,24.64,255
09-11-2023_16-32-13,0.027777777777777776,35.73,24.48,255
09-11-2023_16-32-13,0.027777777777777776,35.77,24.66,255
09-11-2023_16-32-13,0.027777777777777776,35.82,24.53,255
09-11-2023_16-32-14,0.027777777777777776,35.86,24.53,255
09-11-2023_16-32-14,0.028055555555555556,35.9,24.67,255
09-11-2023_16-32-14,0.028055555555555556,35.94,24.51,255
09-11-2023_16-32-14,0.028055555555555556,35.97,24.57,255
09-11-2023_16-32-15,0.028055555555555556,36.02,24.65,255
09-11-2023_16-32-15,0.028333333333333332,36.06,24.47,255
09-11-2023_16-32-15,0.028333333333333332,36.09,24.56,255
09-11-2023_16-32-15,0.028333333333333332,36.13,24.66,255
09-11-2023_16-32-16,0.028333333333333332,36.16,24.5,255
09-11-2023_16-32-16,0.02861111111111111,36.2,24.53,255
09-11-2023_16-32-16,0.02861111111111111,36.24,24.64,255
09-11-2023_16-32-16,0.02861111111111111,36.29,24.46,255
09-11-2023_16-32-17,0.02861111111111111,36.32,24.56,255
09-11-2023_16-32-17,0.028888888888888888,36.37,24.59,255
09-11-2023_16-32-17,0.028888888888888888,36.41,24.45,255
09-11-2023_16-32-17,0.028888888888888888,36.46,24.62,255
09-11-2023_16-32-18,0.028888888888888888,36.51,24.49,255
09-11-2023_16-32-18,0.029166666666666667,36.55,24.52,255
09-11-2023_16-32-18,0.029166666666666667,36.59,24.62,255
09-11-2023_16-32-18,0.029166666666666667,36.64,24.46,255
09-11-2023_16-32-19,0.029166666666666667,36.68,24.63,255
09-11-2023_16-32-19,0.029444444444444443,36.73,24.54,255
09-11-2023_16-32-19,0.029444444444444443,36.77,24.52,255
09-11-2023_16-32-19,0.029444444444444443,36.81,24.65,255
09-11-2023_16-32-20,0.029444444444444443,36.86,24.49,255
09-11-2023_16-32-20,0.029722222222222223,36.9,24.58,255
09-11-2023_16-32-20,0.029722222222222223,36.95,24.59,255
09-11-2023_16-32-20,0.029722222222222223,37.0,24.5,255
09-11-2023_16-32-21,0.029722222222222223,37.04,24.67,255
09-11-2023_16-32-21,0.03,37.09,24.51,255
09-11-2023_16-32-21,0.03,37.14,24.63,255
09-11-2023_16-32-21,0.03,37.19,24.59,255
09-11-2023_16-32-22,0.03,37.23,24.54,255
09-11-2023_16-32-22,0.03027777777777778,37.27,24.71,255
09-11-2023_16-32-22,0.03027777777777778,37.32,24.57,255
09-11-2023_16-32-22,0.03027777777777778,37.36,24.63,255
