Date,Time,T_heater,T_liquid,PWM
09-11-2023_18-49-12,0.3161111111111111,64.0,29.25,255
09-11-2023_18-49-12,0.3163888888888889,63.98,29.21,255
09-11-2023_18-49-12,0.3163888888888889,64.0,29.23,255
09-11-2023_18-49-13,0.3163888888888889,64.0,29.23,255
09-11-2023_18-49-13,0.3163888888888889,64.02,29.26,255
09-11-2023_18-49-13,0.31666666666666665,64.03,29.2,255
09-11-2023_18-49-13,0.31666666666666665,64.03,29.21,255
09-11-2023_18-49-14,0.31666666666666665,64.05,29.25,255
09-11-2023_18-49-14,0.31666666666666665,64.05,29.24,255
09-11-2023_18-49-14,0.3169444444444444,64.03,29.25,255
09-11-2023_18-49-14,0.3169444444444444,64.05,29.24,255
09-11-2023_18-49-15,0.3169444444444444,64.07,29.23,255
09-11-2023_18-49-15,0.3169444444444444,64.08,29.28,255
09-11-2023_18-49-15,0.31722222222222224,64.08,29.25,255
09-11-2023_18-49-15,0.31722222222222224,64.13,29.28,255
09-11-2023_18-49-16,0.31722222222222224,64.11,29.28,255
09-11-2023_18-49-16,0.31722222222222224,64.13,29.27,255
09-11-2023_18-49-16,0.3175,64.15,29.29,255
09-11-2023_18-49-16,0.3175,64.14,29.29,255
09-11-2023_18-49-17,0.3175,64.15,29.3,255
09-11-2023_18-49-17,0.3175,64.16,29.27,255
09-11-2023_18-49-17,0.31777777777777777,64.18,29.28,255
09-11-2023_18-49-17,0.31777777777777777,64.2,29.26,255
09-11-2023_18-49-18,0.31777777777777777,64.19,29.3,255
09-11-2023_18-49-18,0.31777777777777777,64.21,29.26,255
09-11-2023_18-49-18,0.31805555555555554,64.21,29.28,255
09-11-2023_18-49-18,0.31805555555555554,64.2,29.29,255
09-11-2023_18-49-19,0.31805555555555554,64.24,29.26,255
09-11-2023_18-49-19,0.31805555555555554,64.23,29.3,255
09-11-2023_18-49-19,0.31833333333333336,64.22,29.32,255
09-11-2023_18-49-19,0.31833333333333336,64.25,29.29,255
09-11-2023_18-49-20,0.31833333333333336,64.27,29.3,255
09-11-2023_18-49-20,0.31833333333333336,64.27,29.31,255
09-11-2023_18-49-20,0.3186111111111111,64.28,29.28,255
09-11-2023_18-49-20,0.3186111111111111,64.27,29.31,255
09-11-2023_18-49-21,0.3186111111111111,64.3,29.31,255
09-11-2023_18-49-21,0.3186111111111111,64.29,29.35,255
09-11-2023_18-49-21,0.3188888888888889,64.32,29.32,255
09-11-2023_18-49-21,0.3188888888888889,64.31,29.3,255
09-11-2023_18-49-22,0.3188888888888889,64.33,29.33,255
09-11-2023_18-49-22,0.3188888888888889,64.35,29.32,255
09-11-2023_18-49-22,0.31916666666666665,64.35,29.33,255
09-11-2023_18-49-22,0.31916666666666665,64.37,29.32,255
09-11-2023_18-49-23,0.31916666666666665,64.36,29.33,255
09-11-2023_18-49-23,0.31916666666666665,64.38,29.33,255
09-11-2023_18-49-23,0.3194444444444444,64.39,29.29,255
09-11-2023_18-49-23,0.3194444444444444,64.39,29.33,255
09-11-2023_18-49-24,0.3194444444444444,64.4,29.34,255
09-11-2023_18-49-24,0.3194444444444444,64.41,29.3,255
09-11-2023_18-49-24,0.31972222222222224,64.41,29.34,255
09-11-2023_18-49-24,0.31972222222222224,64.44,29.32,255
09-11-2023_18-49-25,0.31972222222222224,64.43,29.32,255
09-11-2023_18-49-25,0.31972222222222224,64.42,29.33,255
09-11-2023_18-49-25,0.32,64.44,29.34,255
09-11-2023_18-49-25,0.32,64.45,29.37,255
09-11-2023_18-49-26,0.32,64.48,29.36,255
09-11-2023_18-49-26,0.32,64.47,29.35,255
09-11-2023_18-49-26,0.3202777777777778,64.47,29.36,255
09-11-2023_18-49-26,0.3202777777777778,64.49,29.35,255
09-11-2023_18-49-27,0.3202777777777778,64.52,29.39,255
09-11-2023_18-49-27,0.3202777777777778,64.53,29.36,255
09-11-2023_18-49-27,0.32055555555555554,64.52,29.38,255
09-11-2023_18-49-27,0.32055555555555554,64.54,29.35,255
09-11-2023_18-49-28,0.32055555555555554,64.55,29.34,255
09-11-2023_18-49-28,0.32055555555555554,64.55,29.37,255
09-11-2023_18-49-28,0.32083333333333336,64.57,29.36,255
09-11-2023_18-49-28,0.32083333333333336,64.57,29.36,255
09-11-2023_18-49-29,0.32083333333333336,64.58,29.37,255
09-11-2023_18-49-29,0.32083333333333336,64.58,29.38,255
09-11-2023_18-49-29,0.3211111111111111,64.59,29.36,255
09-11-2023_18-49-29,0.3211111111111111,64.59,29.39,255
09-11-2023_18-49-30,0.3211111111111111,64.61,29.42,255
09-11-2023_18-49-30,0.3211111111111111,64.61,29.4,255
