Date,Time,Biomass,Dissolved_oxygen,pH,T_heater,T_liquid,T_sensor,T_amb,Power,PWM_feed,PWM_heater
08-01-2024_13-20-40,314,0.031,0.0,-3.511,24.05,22.607,21.985,21.99,107.579,150.0,255.0
08-01-2024_13-20-40,314,0.031,0.0,-3.511,24.096,22.646,21.977,21.998,107.559,150.0,255.0
08-01-2024_13-20-41,314,0.031,0.0,-3.511,24.114,22.626,21.994,21.996,107.503,150.0,255.0
08-01-2024_13-20-41,314,0.031,0.0,-3.511,24.142,22.736,21.982,21.99,107.47,150.0,255.0
08-01-2024_13-20-41,315,0.031,0.0,-3.511,24.17,22.594,21.935,21.988,107.459,150.0,255.0
08-01-2024_13-20-41,315,0.031,0.0,-3.511,24.208,22.602,21.994,21.992,107.445,150.0,255.0
08-01-2024_13-20-42,315,0.031,0.0,-3.511,24.235,22.574,21.978,21.991,107.392,150.0,255.0
08-01-2024_13-20-42,315,0.031,0.0,-3.511,24.258,22.68,21.983,21.995,107.343,150.0,255.0
08-01-2024_13-20-42,316,0.031,0.0,-3.511,24.291,22.532,21.984,21.993,107.307,150.0,255.0
08-01-2024_13-20-42,316,0.031,0.0,-3.511,24.316,22.678,21.998,21.984,107.294,150.0,255.0
08-01-2024_13-20-43,316,0.031,0.0,-3.511,24.355,22.669,21.986,21.989,107.236,150.0,255.0
08-01-2024_13-20-43,316,0.031,0.0,-3.511,24.374,22.701,21.981,21.987,107.215,150.0,255.0
08-01-2024_13-20-43,317,0.031,0.0,-3.511,24.398,22.652,21.987,21.986,107.22,150.0,255.0
08-01-2024_13-20-43,317,0.031,0.0,-3.511,24.448,22.577,21.99,21.992,107.172,150.0,255.0
08-01-2024_13-20-44,317,0.031,0.0,-3.511,24.462,22.665,21.998,21.98,107.168,150.0,255.0
08-01-2024_13-20-44,317,0.031,0.0,-3.511,24.505,22.62,21.995,21.989,107.125,150.0,255.0
08-01-2024_13-20-44,318,0.031,0.0,-3.511,24.526,22.675,21.976,21.982,107.114,150.0,255.0
08-01-2024_13-20-44,318,0.031,0.0,-3.511,24.551,22.601,22.005,21.981,107.086,150.0,255.0
08-01-2024_13-20-45,318,0.031,0.0,-3.511,24.583,22.608,21.968,21.983,107.036,150.0,255.0
08-01-2024_13-20-45,318,0.031,0.0,-3.511,24.614,22.703,21.971,21.982,106.999,150.0,255.0
08-01-2024_13-20-45,319,0.031,0.0,-3.511,24.641,22.603,22.001,21.98,106.976,150.0,255.0
08-01-2024_13-20-45,319,0.031,0.0,-3.511,24.681,22.616,22.006,21.982,106.956,150.0,255.0
08-01-2024_13-20-46,319,0.031,0.0,-3.511,24.714,22.591,21.985,21.976,106.934,150.0,255.0
08-01-2024_13-20-46,319,0.031,0.0,-3.511,24.741,22.608,22.004,21.978,106.914,150.0,255.0
08-01-2024_13-20-46,320,0.031,0.0,-3.511,24.767,22.591,21.993,21.977,106.91,150.0,255.0
08-01-2024_13-20-46,320,0.031,0.0,-3.511,24.799,22.674,21.981,21.978,106.836,150.0,255.0
08-01-2024_13-20-47,320,0.031,0.0,-3.511,24.83,22.574,21.988,21.972,106.808,150.0,255.0
08-01-2024_13-20-47,320,0.031,0.0,-3.511,24.857,22.635,22.012,21.978,106.778,150.0,255.0
08-01-2024_13-20-47,321,0.031,0.0,-3.511,24.891,22.502,22.011,21.973,106.755,150.0,255.0
08-01-2024_13-20-47,321,0.031,0.0,-3.511,24.922,22.681,21.959,21.979,106.732,150.0,255.0
08-01-2024_13-20-48,321,0.031,0.0,-3.511,24.955,22.601,21.985,21.974,106.714,150.0,255.0
08-01-2024_13-20-48,321,0.031,0.0,-3.511,24.974,22.59,21.985,21.975,106.641,150.0,255.0
08-01-2024_13-20-48,322,0.031,0.0,-3.511,25.013,22.591,22.002,21.976,106.655,150.0,255.0
08-01-2024_13-20-48,322,0.031,0.0,-3.511,25.035,22.562,21.987,21.975,106.615,150.0,255.0
08-01-2024_13-20-49,322,0.031,0.0,-3.511,25.068,22.633,21.994,21.975,106.619,150.0,255.0
08-01-2024_13-20-49,322,0.031,0.0,-3.511,25.106,22.541,21.982,21.978,106.58,150.0,255.0
08-01-2024_13-20-49,323,0.031,0.0,-3.511,25.125,22.635,21.993,21.972,106.564,150.0,255.0
08-01-2024_13-20-49,323,0.031,0.0,-3.511,25.167,22.694,21.993,21.981,106.522,150.0,255.0
08-01-2024_13-20-50,323,0.031,0.0,-3.511,25.197,22.631,21.972,21.978,106.506,150.0,255.0
08-01-2024_13-20-50,323,0.031,0.0,-3.511,25.226,22.654,21.988,21.979,106.493,150.0,255.0
08-01-2024_13-20-50,324,0.031,0.0,-3.511,25.265,22.66,21.976,21.977,106.453,150.0,255.0
08-01-2024_13-20-50,324,0.031,0.0,-3.511,25.285,22.643,21.95,21.979,106.421,150.0,255.0
08-01-2024_13-20-51,324,0.031,0.0,-3.511,25.328,22.627,21.994,21.98,106.403,150.0,255.0
08-01-2024_13-20-51,324,0.031,0.0,-3.511,25.367,22.66,22.011,21.976,106.367,150.0,255.0
08-01-2024_13-20-51,325,0.031,0.0,-3.511,25.368,22.623,21.99,21.975,106.354,150.0,255.0
08-01-2024_13-20-51,325,0.031,0.0,-3.511,25.408,22.653,21.986,21.98,106.312,150.0,255.0
08-01-2024_13-20-52,325,0.031,0.0,-3.511,25.441,22.609,22.012,21.976,106.293,150.0,255.0
08-01-2024_13-20-52,325,0.031,0.0,-3.511,25.48,22.587,21.98,21.981,106.262,150.0,255.0
08-01-2024_13-20-52,326,0.031,0.0,-3.511,25.507,22.722,21.967,21.985,106.24,150.0,255.0
08-01-2024_13-20-52,326,0.031,0.0,-3.511,25.539,22.647,21.987,21.983,106.193,150.0,255.0
08-01-2024_13-20-53,326,0.031,0.0,-3.511,25.568,22.605,22.002,21.984,106.168,150.0,255.0
08-01-2024_13-20-53,326,0.031,0.0,-3.511,25.601,22.639,21.978,21.984,106.151,150.0,255.0
08-01-2024_13-20-53,327,0.031,0.0,-3.511,25.624,22.673,21.985,21.983,106.153,150.0,255.0
08-01-2024_13-20-53,327,0.031,0.0,-3.511,25.667,22.559,22.008,21.982,106.118,150.0,255.0
08-01-2024_13-20-54,327,0.031,0.0,-3.511,25.683,22.538,22.009,21.985,106.081,150.0,255.0
08-01-2024_13-20-54,327,0.031,0.0,-3.511,25.711,22.585,21.982,21.983,106.071,150.0,255.0
08-01-2024_13-20-54,328,0.031,0.0,-3.511,25.754,22.602,21.966,21.985,106.046,150.0,255.0
08-01-2024_13-20-54,328,0.031,0.0,-3.511,25.777,22.614,21.985,21.986,106.045,150.0,255.0
08-01-2024_13-20-55,328,0.031,0.0,-3.511,25.817,22.653,22.006,21.987,105.991,150.0,255.0
08-01-2024_13-20-55,328,0.031,0.0,-3.511,25.854,22.619,22.015,21.989,105.993,150.0,255.0
08-01-2024_13-20-55,329,0.031,0.0,-3.511,25.875,22.579,21.977,21.989,105.971,150.0,255.0
08-01-2024_13-20-55,329,0.031,0.0,-3.511,25.901,22.687,21.972,21.999,105.908,150.0,255.0
08-01-2024_13-20-56,329,0.031,0.0,-3.511,25.93,22.616,22.024,21.993,105.905,150.0,255.0
08-01-2024_13-20-56,329,0.031,0.0,-3.511,25.967,22.535,21.981,21.994,105.887,150.0,255.0
08-01-2024_13-20-56,330,0.031,0.0,-3.511,25.995,22.657,21.963,21.996,105.881,150.0,255.0
08-01-2024_13-20-56,330,0.031,0.0,-3.511,26.023,22.553,22.002,21.994,105.855,150.0,255.0
08-01-2024_13-20-57,330,0.031,0.0,-3.511,26.051,22.658,21.972,21.995,105.838,150.0,255.0
08-01-2024_13-20-57,330,0.031,0.0,-3.511,26.082,22.662,21.994,21.987,105.756,150.0,255.0
08-01-2024_13-20-57,331,0.031,0.0,-3.511,26.115,22.653,21.989,21.996,105.784,150.0,255.0
08-01-2024_13-20-57,331,0.031,0.0,-3.511,26.153,22.706,21.994,22.001,105.768,150.0,255.0
08-01-2024_13-20-58,331,0.031,0.0,-3.511,26.177,22.689,21.987,21.994,105.703,150.0,255.0
08-01-2024_13-20-58,331,0.031,0.0,-3.511,26.21,22.556,21.983,21.996,105.708,150.0,255.0
08-01-2024_13-20-58,332,0.031,0.0,-3.511,26.246,22.642,21.996,21.988,105.726,150.0,255.0
08-01-2024_13-20-59,332,0.031,0.0,-3.511,26.272,22.629,21.971,21.997,105.804,150.0,255.0
08-01-2024_13-20-59,332,0.031,0.0,-3.511,26.287,22.708,21.994,21.995,105.794,150.0,255.0
08-01-2024_13-20-59,332,0.031,0.0,-3.511,26.325,22.682,21.992,21.996,105.802,150.0,255.0
08-01-2024_13-20-59,333,0.031,0.0,-3.511,26.359,22.61,22.018,21.995,105.748,150.0,255.0
08-01-2024_13-21-00,333,0.031,0.0,-3.511,26.392,22.611,22.01,21.995,105.735,150.0,255.0
08-01-2024_13-21-00,333,0.031,0.0,-3.511,26.426,22.637,22.017,22.0,105.709,150.0,255.0
08-01-2024_13-21-00,333,0.031,0.0,-3.511,26.446,22.734,22.008,21.999,105.693,150.0,255.0
08-01-2024_13-21-00,334,0.031,0.0,-3.511,26.488,22.547,22.005,21.998,105.656,150.0,255.0
08-01-2024_13-21-01,334,0.031,0.0,-3.511,26.5,22.647,22.0,21.993,105.67,150.0,255.0
08-01-2024_13-21-01,334,0.031,0.0,-3.511,26.537,22.666,21.98,21.991,105.614,150.0,255.0
08-01-2024_13-21-01,334,0.031,0.0,-3.511,26.565,22.597,21.989,21.998,105.588,150.0,255.0
08-01-2024_13-21-01,335,0.031,0.0,-3.511,26.597,22.612,22.006,21.997,105.591,150.0,255.0
08-01-2024_13-21-02,335,0.031,0.0,-3.511,26.622,22.624,22.012,21.994,105.56,150.0,255.0
08-01-2024_13-21-02,335,0.031,0.0,-3.511,26.643,22.695,21.967,21.997,105.497,150.0,255.0
08-01-2024_13-21-02,335,0.031,0.0,-3.511,26.674,22.617,21.994,21.997,105.513,150.0,255.0
08-01-2024_13-21-02,336,0.031,0.0,-3.511,26.697,22.655,21.974,21.998,105.537,150.0,255.0
08-01-2024_13-21-03,336,0.031,0.0,-3.511,26.721,22.598,22.021,22.0,105.487,150.0,255.0
08-01-2024_13-21-03,336,0.031,0.0,-3.511,26.759,22.714,22.008,21.997,105.46,150.0,255.0
08-01-2024_13-21-03,336,0.031,0.0,-3.511,26.778,22.651,22.002,21.997,105.484,150.0,255.0
08-01-2024_13-21-03,337,0.031,0.0,-3.511,26.813,22.68,22.011,21.997,105.469,150.0,255.0
08-01-2024_13-21-04,337,0.031,0.0,-3.511,26.843,22.653,22.025,21.999,105.414,150.0,255.0
08-01-2024_13-21-04,337,0.031,0.0,-3.511,26.866,22.739,21.98,21.999,105.377,150.0,255.0
08-01-2024_13-21-04,337,0.031,0.0,-3.511,26.885,22.643,22.009,21.996,105.391,150.0,255.0
08-01-2024_13-21-04,338,0.032,0.0,-3.511,26.925,22.657,22.004,22.005,105.348,150.0,255.0
08-01-2024_13-21-05,338,0.031,0.0,-3.511,26.947,22.622,22.024,22.0,105.337,150.0,255.0
08-01-2024_13-21-05,338,0.031,0.0,-3.511,26.976,22.769,22.007,22.001,105.341,150.0,255.0
08-01-2024_13-21-05,338,0.031,0.0,-3.511,26.999,22.727,22.027,21.993,105.256,150.0,255.0
08-01-2024_13-21-05,339,0.031,0.0,-3.511,27.027,22.754,22.023,22.001,105.272,150.0,255.0
08-01-2024_13-21-06,339,0.031,0.0,-3.511,27.056,22.637,22.02,21.991,105.259,150.0,255.0
08-01-2024_13-21-06,339,0.031,0.0,-3.511,27.087,22.644,22.018,21.994,105.219,150.0,255.0
08-01-2024_13-21-06,339,0.031,0.0,-3.511,27.113,22.648,22.035,21.996,105.206,150.0,255.0
08-01-2024_13-21-06,340,0.031,0.0,-3.511,27.133,22.636,22.001,22.001,105.193,150.0,255.0
08-01-2024_13-21-07,340,0.031,0.0,-3.511,27.167,22.646,22.019,21.997,105.183,150.0,255.0
08-01-2024_13-21-07,340,0.031,0.0,-3.511,27.19,22.688,21.999,22.001,105.136,150.0,255.0
08-01-2024_13-21-07,340,0.03,0.0,-3.511,27.225,22.691,22.011,21.997,105.124,150.0,255.0
08-01-2024_13-21-07,341,0.03,0.0,-3.511,27.256,22.65,22.003,22.002,105.131,150.0,255.0
08-01-2024_13-21-08,341,0.03,0.0,-3.511,27.276,22.656,22.001,21.994,105.095,150.0,255.0
08-01-2024_13-21-08,341,0.03,0.0,-3.511,27.298,22.724,22.024,21.995,105.106,150.0,255.0
08-01-2024_13-21-08,341,0.03,0.0,-3.511,27.325,22.701,22.019,21.998,105.078,150.0,255.0
08-01-2024_13-21-08,342,0.03,0.0,-3.511,27.356,22.635,21.998,21.997,105.038,150.0,255.0
08-01-2024_13-21-09,342,0.03,0.0,-3.511,27.386,22.618,22.017,21.997,105.016,150.0,255.0
08-01-2024_13-21-09,342,0.03,0.0,-3.511,27.404,22.661,22.011,22.001,104.989,150.0,255.0
08-01-2024_13-21-09,342,0.031,0.0,-3.511,27.436,22.628,21.994,21.996,104.993,150.0,255.0
08-01-2024_13-21-09,343,0.031,0.0,-3.511,27.45,22.686,22.005,21.994,104.977,150.0,255.0
08-01-2024_13-21-10,343,0.031,0.0,-3.511,27.494,22.7,22.039,21.998,104.958,150.0,255.0
08-01-2024_13-21-10,343,0.031,0.0,-3.511,27.517,22.685,22.015,21.995,104.901,150.0,255.0
08-01-2024_13-21-10,343,0.031,0.0,-3.511,27.543,22.709,21.993,22.0,104.91,150.0,255.0
08-01-2024_13-21-10,344,0.031,0.0,-3.511,27.57,22.565,22.036,21.999,104.909,150.0,255.0
08-01-2024_13-21-11,344,0.031,0.0,-3.511,27.608,22.714,22.01,21.997,104.912,150.0,255.0
08-01-2024_13-21-11,344,0.031,0.0,-3.511,27.621,22.657,22.014,22.0,104.865,150.0,255.0
08-01-2024_13-21-11,345,0.031,0.0,-3.511,27.645,22.701,22.0,21.999,104.803,150.0,255.0
08-01-2024_13-21-11,345,0.031,0.0,-3.511,27.673,22.702,22.005,21.999,104.805,150.0,255.0
08-01-2024_13-21-12,345,0.031,0.0,-3.511,27.707,22.656,21.977,22.001,104.79,150.0,255.0
08-01-2024_13-21-12,345,0.031,0.0,-3.511,27.729,22.598,22.018,22.007,104.755,150.0,255.0
08-01-2024_13-21-12,346,0.031,0.0,-3.511,27.747,22.687,21.996,22.005,104.765,150.0,255.0
08-01-2024_13-21-12,346,0.031,0.0,-3.511,27.794,22.721,22.029,21.999,104.716,150.0,255.0
08-01-2024_13-21-13,346,0.031,0.0,-3.511,27.816,22.698,22.054,22.002,104.748,150.0,255.0
08-01-2024_13-21-13,346,0.031,0.0,-3.511,27.838,22.637,22.025,22.003,104.727,150.0,255.0
08-01-2024_13-21-13,347,0.032,0.0,-3.511,27.859,22.642,22.019,22.004,104.709,150.0,255.0
08-01-2024_13-21-13,347,0.031,0.0,-3.511,27.89,22.699,21.999,22.005,104.683,150.0,255.0
08-01-2024_13-21-14,347,0.031,0.0,-3.511,27.915,22.666,22.022,22.001,104.66,150.0,255.0
08-01-2024_13-21-14,347,0.031,0.0,-3.511,27.939,22.669,22.031,22.003,104.659,150.0,255.0
08-01-2024_13-21-14,348,0.031,0.0,-3.511,27.974,22.619,21.993,22.006,104.639,150.0,255.0
08-01-2024_13-21-14,348,0.031,0.0,-3.511,27.992,22.696,22.04,22.006,104.593,150.0,255.0
08-01-2024_13-21-15,348,0.031,0.0,-3.511,28.033,22.686,22.042,21.998,104.555,150.0,255.0
08-01-2024_13-21-15,348,0.031,0.0,-3.511,28.052,22.657,22.041,22.004,104.566,150.0,255.0
08-01-2024_13-21-15,349,0.031,0.0,-3.511,28.084,22.641,22.034,22.004,104.546,150.0,255.0
08-01-2024_13-21-15,349,0.031,0.0,-3.511,28.118,22.762,22.05,22.006,104.54,150.0,255.0
08-01-2024_13-21-16,349,0.031,0.0,-3.511,28.142,22.66,22.043,22.001,104.565,150.0,255.0
08-01-2024_13-21-16,349,0.031,0.0,-3.511,28.166,22.711,22.057,22.007,104.506,150.0,255.0
08-01-2024_13-21-16,350,0.031,0.0,-3.511,28.195,22.734,22.059,22.002,104.517,150.0,255.0
08-01-2024_13-21-16,350,0.031,0.0,-3.511,28.223,22.616,22.093,22.003,104.516,150.0,255.0
08-01-2024_13-21-17,350,0.031,0.0,-3.511,28.243,22.651,22.1,22.006,104.452,150.0,255.0
08-01-2024_13-21-17,350,0.031,0.0,-3.511,28.275,22.696,22.174,22.004,104.427,150.0,255.0
08-01-2024_13-21-17,351,0.031,0.0,-3.511,28.304,22.699,22.232,22.001,104.414,150.0,255.0
08-01-2024_13-21-17,351,0.031,0.0,-3.511,28.338,22.673,22.239,22.006,104.43,150.0,255.0
08-01-2024_13-21-18,351,0.031,0.0,-3.511,28.362,22.713,22.269,22.006,104.384,150.0,255.0
08-01-2024_13-21-18,351,0.031,0.0,-3.511,28.395,22.633,22.348,22.002,104.38,150.0,255.0
08-01-2024_13-21-18,352,0.031,0.0,-3.511,28.409,22.644,22.369,22.003,104.378,150.0,255.0
08-01-2024_13-21-18,352,0.031,0.0,-3.511,28.441,22.719,22.376,22.006,104.341,150.0,255.0
08-01-2024_13-21-19,352,0.031,0.0,-3.511,28.472,22.721,22.378,22.001,104.335,150.0,255.0
08-01-2024_13-21-19,352,0.031,0.0,-3.511,28.501,22.72,22.368,21.998,104.3,150.0,255.0
08-01-2024_13-21-19,353,0.031,0.0,-3.511,28.534,22.668,22.386,22.003,104.3,150.0,255.0
08-01-2024_13-21-19,353,0.031,0.0,-3.511,28.563,22.683,22.425,21.996,104.283,150.0,255.0
08-01-2024_13-21-20,353,0.031,0.0,-3.511,28.592,22.707,22.361,21.999,104.282,150.0,255.0
08-01-2024_13-21-20,353,0.031,0.0,-3.511,28.617,22.728,22.388,22.006,104.288,150.0,255.0
08-01-2024_13-21-20,354,0.031,0.0,-3.511,28.652,22.665,22.384,22.004,104.243,150.0,255.0
08-01-2024_13-21-20,354,0.031,0.0,-3.511,28.67,22.696,22.38,21.997,104.22,150.0,255.0
08-01-2024_13-21-21,354,0.031,0.0,-3.511,28.7,22.769,22.401,22.007,104.202,150.0,255.0
08-01-2024_13-21-21,354,0.031,0.0,-3.511,28.722,22.723,22.375,22.001,104.195,150.0,255.0
08-01-2024_13-21-21,355,0.031,0.0,-3.511,28.754,22.653,22.383,22.008,104.206,150.0,255.0
08-01-2024_13-21-21,355,0.031,0.0,-3.511,28.783,22.725,22.392,22.008,104.151,150.0,255.0
08-01-2024_13-21-22,355,0.031,0.0,-3.511,28.813,22.772,22.389,22.004,104.165,150.0,255.0
08-01-2024_13-21-22,355,0.031,0.0,-3.511,28.844,22.705,22.374,22.002,104.127,150.0,255.0
08-01-2024_13-21-22,356,0.031,0.0,-3.511,28.867,22.716,22.401,21.999,104.16,150.0,255.0
08-01-2024_13-21-22,356,0.031,0.0,-3.511,28.888,22.696,22.374,22.002,104.094,150.0,255.0
08-01-2024_13-21-23,356,0.031,0.0,-3.511,28.914,22.733,22.347,22.005,104.112,150.0,255.0
08-01-2024_13-21-23,356,0.031,0.0,-3.511,28.944,22.701,22.393,21.997,104.068,150.0,255.0
08-01-2024_13-21-23,357,0.031,0.0,-3.511,28.977,22.657,22.353,22.003,104.078,150.0,255.0
08-01-2024_13-21-23,357,0.031,0.0,-3.511,29.006,22.711,22.35,22.003,104.054,150.0,255.0
08-01-2024_13-21-24,357,0.031,0.0,-3.511,29.028,22.731,22.38,22.0,104.034,150.0,255.0
08-01-2024_13-21-24,357,0.031,0.0,-3.511,29.065,22.682,22.353,22.002,104.013,150.0,255.0
08-01-2024_13-21-24,358,0.031,0.0,-3.511,29.081,22.735,22.373,22.0,104.016,150.0,255.0
08-01-2024_13-21-24,358,0.031,0.0,-3.511,29.109,22.761,22.373,22.008,103.981,150.0,255.0
08-01-2024_13-21-25,358,0.031,0.0,-3.511,29.132,22.756,22.335,22.002,103.978,150.0,255.0
08-01-2024_13-21-25,358,0.031,0.0,-3.511,29.168,22.697,22.369,21.995,103.963,150.0,255.0
08-01-2024_13-21-25,359,0.031,0.0,-3.511,29.194,22.739,22.333,22.003,103.964,150.0,255.0
08-01-2024_13-21-25,359,0.031,0.0,-3.511,29.216,22.715,22.373,22.008,103.918,150.0,255.0
08-01-2024_13-21-26,359,0.031,0.0,-3.511,29.235,22.747,22.398,22.002,103.898,150.0,255.0
08-01-2024_13-21-26,359,0.031,0.0,-3.511,29.279,22.713,22.35,22.006,103.909,150.0,255.0
08-01-2024_13-21-26,360,0.031,0.0,-3.511,29.298,22.769,22.339,22.012,103.862,150.0,255.0
08-01-2024_13-21-26,360,0.031,0.0,-3.511,29.325,22.762,22.282,22.009,103.849,150.0,255.0
08-01-2024_13-21-27,360,0.031,0.0,-3.511,29.34,22.75,22.294,22.004,103.856,150.0,255.0
08-01-2024_13-21-27,360,0.031,0.0,-3.511,29.379,22.717,22.31,22.018,103.806,150.0,255.0
08-01-2024_13-21-27,361,0.031,0.0,-3.511,29.407,22.788,22.321,22.01,103.856,150.0,255.0
08-01-2024_13-21-27,361,0.031,0.0,-3.511,29.426,22.767,22.315,22.017,103.837,150.0,255.0
08-01-2024_13-21-28,361,0.031,0.0,-3.511,29.45,22.715,22.325,22.008,103.832,150.0,255.0
08-01-2024_13-21-28,361,0.031,0.0,-3.511,29.481,22.758,22.3,22.013,103.822,150.0,255.0
08-01-2024_13-21-28,362,0.031,0.0,-3.511,29.494,22.798,22.306,22.013,103.79,150.0,255.0
08-01-2024_13-21-28,362,0.031,0.0,-3.511,29.519,22.806,22.301,22.018,103.781,150.0,255.0
08-01-2024_13-21-29,362,0.031,0.0,-3.511,29.556,22.749,22.309,22.011,103.761,150.0,255.0
08-01-2024_13-21-29,362,0.031,0.0,-3.511,29.571,22.775,22.298,22.014,103.742,150.0,255.0
08-01-2024_13-21-29,363,0.031,0.0,-3.511,29.594,22.721,22.281,22.01,103.745,150.0,255.0
08-01-2024_13-21-29,363,0.031,0.0,-3.511,29.623,22.797,22.31,22.009,103.713,150.0,255.0
08-01-2024_13-21-30,363,0.031,0.0,-3.511,29.65,22.709,22.323,22.015,103.554,150.0,255.0
08-01-2024_13-21-30,363,0.031,0.0,-3.511,29.676,22.754,22.331,22.014,103.555,150.0,255.0
08-01-2024_13-21-30,364,0.031,0.0,-3.511,29.71,22.867,22.305,22.015,103.48,150.0,255.0
08-01-2024_13-21-30,364,0.031,0.0,-3.511,29.724,22.728,22.284,22.013,103.519,150.0,255.0
08-01-2024_13-21-31,364,0.031,0.0,-3.511,29.747,22.696,22.274,22.009,103.49,150.0,255.0
08-01-2024_13-21-31,364,0.031,0.0,-3.511,29.777,22.724,22.303,22.017,103.522,150.0,255.0
08-01-2024_13-21-31,365,0.031,0.0,-3.511,29.803,22.66,22.294,22.01,103.503,150.0,255.0
08-01-2024_13-21-31,365,0.031,0.0,-3.511,29.831,22.784,22.304,22.021,103.455,150.0,255.0
08-01-2024_13-21-32,365,0.031,0.0,-3.511,29.853,22.761,22.292,22.011,103.478,150.0,255.0
08-01-2024_13-21-32,365,0.031,0.0,-3.511,29.879,22.663,22.302,22.007,103.433,150.0,255.0
08-01-2024_13-21-32,366,0.031,0.0,-3.511,29.9,22.732,22.309,22.018,103.426,150.0,255.0
08-01-2024_13-21-32,366,0.031,0.0,-3.511,29.921,22.793,22.309,22.011,103.408,150.0,255.0
08-01-2024_13-21-33,366,0.031,0.0,-3.511,29.949,22.792,22.296,22.016,103.372,150.0,255.0
08-01-2024_13-21-33,366,0.031,0.0,-3.511,29.974,22.737,22.281,22.01,103.379,150.0,255.0
08-01-2024_13-21-33,367,0.031,0.0,-3.511,30.01,22.85,22.312,22.014,103.377,150.0,255.0
08-01-2024_13-21-33,367,0.031,0.0,-3.511,30.036,22.697,22.329,22.01,103.384,150.0,255.0
08-01-2024_13-21-34,367,0.031,0.0,-3.511,30.057,22.759,22.27,22.013,103.35,150.0,255.0
08-01-2024_13-21-34,367,0.031,0.0,-3.511,30.081,22.708,22.276,22.012,103.312,150.0,255.0
08-01-2024_13-21-34,368,0.031,0.0,-3.511,30.103,22.741,22.284,22.011,103.328,150.0,255.0
08-01-2024_13-21-34,368,0.031,0.0,-3.511,30.115,22.87,22.249,22.011,103.31,150.0,255.0
08-01-2024_13-21-35,368,0.031,0.0,-3.511,30.148,22.83,22.275,22.017,103.317,150.0,255.0
08-01-2024_13-21-35,368,0.031,0.0,-3.511,30.177,22.86,22.259,22.017,103.246,150.0,255.0
08-01-2024_13-21-35,369,0.031,0.0,-3.511,30.203,22.721,22.281,22.014,103.274,150.0,255.0
08-01-2024_13-21-35,369,0.031,0.0,-3.511,30.231,22.737,22.282,22.01,103.242,150.0,255.0
08-01-2024_13-21-36,369,0.031,0.0,-3.511,30.261,22.768,22.233,22.016,103.247,150.0,255.0
08-01-2024_13-21-36,369,0.031,0.0,-3.511,30.28,22.756,22.275,22.01,103.23,150.0,255.0
08-01-2024_13-21-36,370,0.031,0.0,-3.511,30.309,22.744,22.267,22.013,103.232,150.0,255.0
08-01-2024_13-21-36,370,0.031,0.0,-3.511,30.327,22.763,22.26,22.014,103.206,150.0,255.0
08-01-2024_13-21-37,370,0.031,0.0,-3.511,30.357,22.8,22.306,22.01,103.234,150.0,255.0
08-01-2024_13-21-37,370,0.031,0.0,-3.511,30.384,22.827,22.262,22.019,103.195,150.0,255.0
08-01-2024_13-21-37,371,0.031,0.0,-3.511,30.416,22.706,22.301,22.01,103.179,150.0,255.0
08-01-2024_13-21-37,371,0.031,0.0,-3.511,30.435,22.749,22.271,22.014,103.157,150.0,255.0
08-01-2024_13-21-38,371,0.031,0.0,-3.511,30.465,22.696,22.274,22.013,103.149,150.0,255.0
08-01-2024_13-21-38,371,0.031,0.0,-3.511,30.489,22.827,22.282,22.015,103.128,150.0,255.0
08-01-2024_13-21-38,372,0.031,0.0,-3.511,30.516,22.759,22.24,22.014,103.132,150.0,255.0
08-01-2024_13-21-38,372,0.031,0.0,-3.511,30.538,22.794,22.295,22.014,103.121,150.0,255.0
08-01-2024_13-21-39,372,0.031,0.0,-3.511,30.58,22.703,22.248,22.014,103.113,150.0,255.0
08-01-2024_13-21-39,372,0.031,0.0,-3.511,30.594,22.778,22.267,22.008,103.094,150.0,255.0
08-01-2024_13-21-39,373,0.031,0.0,-3.511,30.625,22.708,22.249,22.015,103.141,150.0,255.0
08-01-2024_13-21-39,373,0.031,0.0,-3.511,30.647,22.713,22.27,22.018,103.088,150.0,255.0
08-01-2024_13-21-40,373,0.031,0.0,-3.511,30.667,22.851,22.272,22.016,103.087,150.0,255.0
08-01-2024_13-21-40,373,0.031,0.0,-3.511,30.693,22.769,22.364,22.015,103.04,150.0,255.0
08-01-2024_13-21-40,374,0.031,0.0,-3.511,30.727,22.747,22.371,22.015,103.022,150.0,255.0
08-01-2024_13-21-40,374,0.031,0.0,-3.511,30.756,22.808,22.333,22.017,103.026,150.0,255.0
08-01-2024_13-21-41,374,0.031,0.0,-3.511,30.78,22.815,22.358,22.017,103.013,150.0,255.0
08-01-2024_13-21-41,374,0.03,0.0,-3.511,30.798,22.772,22.287,22.014,102.999,150.0,255.0
08-01-2024_13-21-41,375,0.03,0.0,-3.511,30.827,22.757,22.351,22.015,102.978,150.0,255.0
08-01-2024_13-21-41,375,0.03,0.0,-3.511,30.857,22.829,22.411,22.017,102.944,150.0,255.0
08-01-2024_13-21-42,375,0.03,0.0,-3.511,30.886,22.76,22.299,22.024,102.944,150.0,255.0
08-01-2024_13-21-42,375,0.03,0.0,-3.511,30.907,22.82,22.356,22.022,102.937,150.0,255.0
08-01-2024_13-21-42,376,0.03,0.0,-3.511,30.934,22.788,22.389,22.02,102.939,150.0,255.0
