Date,Time,Biomass,Dissolved_oxygen,pH,T_heater,T_liquid,T_sensor,T_amb,Power,PWM_feed,PWM_heater
08-01-2024_13-24-34,548,0.03,0.0,-3.511,40.403,24.019,23.503,22.222,99.489,150.0,255.0
08-01-2024_13-24-34,548,0.03,0.0,-3.511,40.414,24.014,23.449,22.23,99.465,150.0,255.0
08-01-2024_13-24-35,548,0.03,0.0,-3.511,40.432,24.058,23.442,22.226,99.471,150.0,255.0
08-01-2024_13-24-35,548,0.03,0.0,-3.511,40.427,24.046,23.481,22.228,99.439,150.0,255.0
08-01-2024_13-24-35,549,0.03,0.0,-3.511,40.441,24.112,23.475,22.227,99.445,150.0,255.0
08-01-2024_13-24-35,549,0.03,0.0,-3.511,40.447,24.093,23.442,22.232,99.412,150.0,255.0
08-01-2024_13-24-36,549,0.03,0.0,-3.511,40.46,23.974,23.46,22.225,99.455,150.0,255.0
08-01-2024_13-24-36,549,0.03,0.0,-3.511,40.472,24.09,23.492,22.231,99.479,150.0,255.0
08-01-2024_13-24-36,550,0.03,0.0,-3.511,40.475,24.026,23.383,22.232,99.45,150.0,255.0
08-01-2024_13-24-36,550,0.03,0.0,-3.511,40.491,24.066,23.427,22.236,99.472,150.0,255.0
08-01-2024_13-24-37,550,0.03,0.0,-3.511,40.486,24.013,23.43,22.238,99.471,150.0,255.0
08-01-2024_13-24-37,550,0.03,0.0,-3.511,40.5,24.149,23.518,22.239,99.454,150.0,255.0
08-01-2024_13-24-37,551,0.03,0.0,-3.511,40.503,24.107,23.47,22.236,99.486,150.0,255.0
08-01-2024_13-24-37,551,0.03,0.0,-3.511,40.512,24.064,23.451,22.239,99.435,150.0,255.0
08-01-2024_13-24-38,551,0.03,0.0,-3.511,40.523,24.018,23.453,22.24,99.409,150.0,255.0
08-01-2024_13-24-38,551,0.03,0.0,-3.511,40.528,24.046,23.463,22.244,99.453,150.0,255.0
08-01-2024_13-24-38,552,0.03,0.0,-3.511,40.54,24.091,23.454,22.236,99.392,150.0,255.0
08-01-2024_13-24-38,552,0.03,0.0,-3.511,40.548,24.159,23.436,22.239,99.4,150.0,255.0
08-01-2024_13-24-39,552,0.03,0.0,-3.511,40.553,24.124,23.405,22.234,99.396,150.0,255.0
08-01-2024_13-24-39,552,0.03,0.0,-3.511,40.569,24.091,23.39,22.238,99.448,150.0,255.0
08-01-2024_13-24-39,553,0.03,0.0,-3.511,40.576,24.057,23.429,22.235,99.421,150.0,255.0
08-01-2024_13-24-39,553,0.03,0.0,-3.511,40.581,24.09,23.52,22.239,99.386,150.0,255.0
08-01-2024_13-24-40,553,0.031,0.0,-3.511,40.58,24.05,23.498,22.239,99.402,150.0,255.0
08-01-2024_13-24-40,553,0.03,0.0,-3.511,40.596,24.08,23.476,22.235,99.421,150.0,255.0
08-01-2024_13-24-40,554,0.03,0.0,-3.511,40.596,24.084,23.474,22.238,99.449,150.0,255.0
08-01-2024_13-24-40,554,0.03,0.0,-3.511,40.606,24.106,23.435,22.237,99.407,150.0,255.0
08-01-2024_13-24-41,554,0.03,0.0,-3.511,40.621,24.11,23.527,22.241,99.43,150.0,255.0
08-01-2024_13-24-41,554,0.03,0.0,-3.511,40.618,24.168,23.452,22.233,99.426,150.0,255.0
08-01-2024_13-24-41,555,0.03,0.0,-3.511,40.623,24.118,23.466,22.237,99.395,150.0,255.0
08-01-2024_13-24-41,555,0.03,0.0,-3.511,40.623,24.097,23.465,22.23,99.361,150.0,255.0
08-01-2024_13-24-42,555,0.03,0.0,-3.511,40.645,24.104,23.457,22.241,99.422,150.0,255.0
08-01-2024_13-24-42,555,0.03,0.0,-3.511,40.657,24.153,23.397,22.233,99.425,150.0,255.0
08-01-2024_13-24-42,556,0.03,0.0,-3.511,40.653,24.103,23.491,22.239,99.425,150.0,255.0
08-01-2024_13-24-42,556,0.03,0.0,-3.511,40.653,24.122,23.427,22.233,99.427,150.0,255.0
08-01-2024_13-24-43,556,0.03,0.0,-3.511,40.667,24.118,23.502,22.239,99.399,150.0,255.0
08-01-2024_13-24-43,556,0.03,0.0,-3.511,40.688,24.121,23.448,22.243,99.387,150.0,255.0
08-01-2024_13-24-43,557,0.03,0.0,-3.511,40.685,24.075,23.558,22.251,99.383,150.0,255.0
08-01-2024_13-24-43,557,0.03,0.0,-3.511,40.694,24.15,23.569,22.25,99.403,150.0,255.0
08-01-2024_13-24-44,557,0.03,0.0,-3.511,40.693,24.136,23.487,22.262,99.396,150.0,255.0
08-01-2024_13-24-44,557,0.03,0.0,-3.511,40.698,24.167,23.546,22.261,99.37,150.0,255.0
08-01-2024_13-24-44,558,0.03,0.0,-3.511,40.707,24.182,23.472,22.27,99.405,150.0,255.0
08-01-2024_13-24-44,558,0.03,0.0,-3.511,40.716,24.079,23.465,22.272,99.356,150.0,255.0
08-01-2024_13-24-45,558,0.03,0.0,-3.511,40.724,24.091,23.463,22.275,99.33,150.0,255.0
08-01-2024_13-24-45,558,0.03,0.0,-3.511,40.735,24.086,23.487,22.275,99.362,150.0,255.0
08-01-2024_13-24-45,559,0.03,0.0,-3.511,40.735,24.148,23.562,22.277,99.343,150.0,255.0
08-01-2024_13-24-45,559,0.03,0.0,-3.511,40.75,24.156,23.501,22.282,99.384,150.0,255.0
08-01-2024_13-24-46,559,0.03,0.0,-3.511,40.747,24.172,23.517,22.288,99.359,150.0,255.0
08-01-2024_13-24-46,559,0.03,0.0,-3.511,40.756,24.174,23.474,22.274,99.352,150.0,255.0
08-01-2024_13-24-46,560,0.03,0.0,-3.511,40.756,24.087,23.537,22.276,99.396,150.0,255.0
08-01-2024_13-24-46,560,0.03,0.0,-3.511,40.766,24.142,23.494,22.28,99.351,150.0,255.0
08-01-2024_13-24-47,560,0.03,0.0,-3.511,40.782,24.155,23.546,22.289,99.313,150.0,255.0
08-01-2024_13-24-47,560,0.03,0.0,-3.511,40.78,24.084,23.579,22.293,99.356,150.0,255.0
08-01-2024_13-24-47,561,0.03,0.0,-3.511,40.783,24.184,23.523,22.291,99.345,150.0,255.0
08-01-2024_13-24-47,561,0.03,0.0,-3.511,40.8,24.127,23.554,22.294,99.371,150.0,255.0
08-01-2024_13-24-48,561,0.03,0.0,-3.511,40.803,24.151,23.616,22.29,99.347,150.0,255.0
08-01-2024_13-24-48,561,0.03,0.0,-3.511,40.803,24.188,23.481,22.297,99.311,150.0,255.0
08-01-2024_13-24-48,562,0.03,0.0,-3.511,40.813,24.153,23.464,22.294,99.375,150.0,255.0
08-01-2024_13-24-48,562,0.03,0.0,-3.511,40.818,24.159,23.559,22.291,99.322,150.0,255.0
08-01-2024_13-24-49,562,0.03,0.0,-3.511,40.831,24.16,23.525,22.298,99.31,150.0,255.0
08-01-2024_13-24-49,562,0.03,0.0,-3.511,40.836,24.163,23.632,22.292,99.376,150.0,255.0
08-01-2024_13-24-49,563,0.03,0.0,-3.511,40.845,24.205,23.505,22.29,99.329,150.0,255.0
08-01-2024_13-24-49,563,0.03,0.0,-3.511,40.842,24.191,23.569,22.292,99.32,150.0,255.0
08-01-2024_13-24-50,563,0.03,0.0,-3.511,40.853,24.124,23.586,22.292,99.354,150.0,255.0
08-01-2024_13-24-50,563,0.03,0.0,-3.511,40.848,24.241,23.516,22.292,99.339,150.0,255.0
08-01-2024_13-24-50,564,0.03,0.0,-3.511,40.866,24.195,23.45,22.294,99.325,150.0,255.0
08-01-2024_13-24-50,564,0.03,0.0,-3.511,40.867,24.163,23.573,22.299,99.339,150.0,255.0
08-01-2024_13-24-51,564,0.03,0.0,-3.511,40.867,24.167,23.5,22.292,99.322,150.0,255.0
08-01-2024_13-24-51,564,0.03,0.0,-3.511,40.885,24.2,23.571,22.297,99.353,150.0,255.0
08-01-2024_13-24-51,565,0.03,0.0,-3.511,40.884,24.186,23.504,22.3,99.341,150.0,255.0
08-01-2024_13-24-51,565,0.03,0.0,-3.511,40.886,24.138,23.657,22.301,99.322,150.0,255.0
08-01-2024_13-24-52,565,0.03,0.0,-3.511,40.893,24.108,23.609,22.307,99.312,150.0,255.0
08-01-2024_13-24-52,565,0.031,0.0,-3.511,40.908,24.189,23.556,22.297,99.299,150.0,255.0
08-01-2024_13-24-52,566,0.031,0.0,-3.511,40.913,24.189,23.598,22.301,99.338,150.0,255.0
08-01-2024_13-24-52,566,0.03,0.0,-3.511,40.909,24.201,23.624,22.306,99.307,150.0,255.0
08-01-2024_13-24-53,566,0.03,0.0,-3.511,40.914,24.259,23.552,22.298,99.305,150.0,255.0
08-01-2024_13-24-53,566,0.03,0.0,-3.511,40.931,24.159,23.528,22.306,99.322,150.0,255.0
08-01-2024_13-24-53,567,0.03,0.0,-3.511,40.934,24.205,23.555,22.306,99.286,150.0,255.0
08-01-2024_13-24-53,567,0.03,0.0,-3.511,40.943,24.195,23.664,22.309,99.292,150.0,255.0
08-01-2024_13-24-54,567,0.03,0.0,-3.511,40.954,24.248,23.578,22.305,99.312,150.0,255.0
08-01-2024_13-24-54,567,0.03,0.0,-3.511,40.95,24.184,23.646,22.307,99.329,150.0,255.0
08-01-2024_13-24-54,568,0.03,0.0,-3.511,40.958,24.207,23.651,22.307,99.301,150.0,255.0
08-01-2024_13-24-54,568,0.03,0.0,-3.511,40.966,24.147,23.62,22.316,99.294,150.0,255.0
08-01-2024_13-24-55,568,0.03,0.0,-3.511,40.974,24.187,23.564,22.317,99.251,150.0,255.0
08-01-2024_13-24-55,568,0.03,0.0,-3.511,40.98,24.195,23.648,22.315,99.265,150.0,255.0
08-01-2024_13-24-55,569,0.03,0.0,-3.511,40.983,24.139,23.579,22.312,99.3,150.0,255.0
08-01-2024_13-24-55,569,0.03,0.0,-3.511,40.985,24.157,23.619,22.318,99.252,150.0,255.0
08-01-2024_13-24-56,569,0.03,0.0,-3.511,40.991,24.193,23.636,22.32,99.304,150.0,255.0
08-01-2024_13-24-56,569,0.03,0.0,-3.511,41.001,24.266,23.615,22.313,99.293,150.0,255.0
08-01-2024_13-24-56,570,0.03,0.0,-3.511,41.014,24.187,23.551,22.317,99.296,150.0,255.0
08-01-2024_13-24-56,570,0.03,0.0,-3.511,41.0,24.271,23.563,22.319,99.255,150.0,255.0
08-01-2024_13-24-57,570,0.03,0.0,-3.511,41.018,24.186,23.528,22.329,99.309,150.0,255.0
08-01-2024_13-24-57,570,0.031,0.0,-3.511,41.015,24.27,23.65,22.315,99.277,150.0,255.0
08-01-2024_13-24-57,571,0.031,0.0,-3.511,41.034,24.253,23.623,22.326,99.256,150.0,255.0
08-01-2024_13-24-57,571,0.03,0.0,-3.511,41.039,24.209,23.71,22.332,99.253,150.0,255.0
08-01-2024_13-24-58,571,0.03,0.0,-3.511,41.046,24.211,23.691,22.336,99.252,150.0,255.0
08-01-2024_13-24-58,571,0.03,0.0,-3.511,41.038,24.254,23.695,22.339,99.251,150.0,255.0
08-01-2024_13-24-58,572,0.03,0.0,-3.511,41.047,24.195,23.712,22.34,99.244,150.0,255.0
08-01-2024_13-24-58,572,0.03,0.0,-3.511,41.05,24.243,23.605,22.347,99.234,150.0,255.0
08-01-2024_13-24-59,572,0.03,0.0,-3.511,41.058,24.263,23.571,22.35,99.252,150.0,255.0
08-01-2024_13-24-59,572,0.03,0.0,-3.511,41.053,24.239,23.656,22.367,99.238,150.0,255.0
08-01-2024_13-24-59,573,0.03,0.0,-3.511,41.069,24.318,23.668,22.381,99.215,150.0,255.0
08-01-2024_13-24-59,573,0.03,0.0,-3.511,41.066,24.175,23.611,22.385,99.221,150.0,255.0
08-01-2024_13-25-00,573,0.03,0.0,-3.511,41.08,24.284,23.712,22.4,99.18,150.0,255.0
08-01-2024_13-25-00,573,0.03,0.0,-3.511,41.09,24.29,23.637,22.402,99.223,150.0,255.0
08-01-2024_13-25-00,574,0.03,0.0,-3.511,41.083,24.216,23.633,22.407,99.24,150.0,255.0
08-01-2024_13-25-00,574,0.03,0.0,-3.511,41.099,24.234,23.75,22.411,99.251,150.0,255.0
08-01-2024_13-25-01,574,0.03,0.0,-3.511,41.102,24.261,23.643,22.409,99.27,150.0,255.0
08-01-2024_13-25-01,574,0.03,0.0,-3.511,41.093,24.228,23.615,22.407,99.248,150.0,255.0
08-01-2024_13-25-01,575,0.03,0.0,-3.511,41.11,24.262,23.674,22.411,99.214,150.0,255.0
08-01-2024_13-25-01,575,0.03,0.0,-3.511,41.116,24.292,23.637,22.409,99.261,150.0,255.0
08-01-2024_13-25-02,575,0.03,0.0,-3.511,41.118,24.204,23.597,22.406,99.214,150.0,255.0
08-01-2024_13-25-02,575,0.031,0.0,-3.511,41.124,24.264,23.662,22.411,99.241,150.0,255.0
08-01-2024_13-25-02,576,0.03,0.0,-3.511,41.132,24.201,23.655,22.403,99.24,150.0,255.0
08-01-2024_13-25-02,576,0.03,0.0,-3.511,41.146,24.231,23.534,22.401,99.235,150.0,255.0
08-01-2024_13-25-03,576,0.03,0.0,-3.511,41.141,24.35,23.664,22.4,99.264,150.0,255.0
08-01-2024_13-25-03,576,0.03,0.0,-3.511,41.155,24.21,23.626,22.4,99.225,150.0,255.0
08-01-2024_13-25-03,577,0.03,0.0,-3.511,41.161,24.31,23.604,22.396,99.253,150.0,255.0
08-01-2024_13-25-03,577,0.03,0.0,-3.511,41.171,24.324,23.655,22.399,99.214,150.0,255.0
08-01-2024_13-25-04,577,0.03,0.0,-3.511,41.162,24.215,23.674,22.396,99.263,150.0,255.0
08-01-2024_13-25-04,577,0.03,0.0,-3.511,41.184,24.299,23.658,22.4,99.201,150.0,255.0
08-01-2024_13-25-04,578,0.03,0.0,-3.511,41.189,24.305,23.656,22.4,99.208,150.0,255.0
08-01-2024_13-25-04,578,0.03,0.0,-3.511,41.199,24.25,23.661,22.404,99.193,150.0,255.0
08-01-2024_13-25-05,578,0.03,0.0,-3.511,41.195,24.318,23.683,22.402,99.225,150.0,255.0
08-01-2024_13-25-05,578,0.03,0.0,-3.511,41.207,24.231,23.746,22.4,99.189,150.0,255.0
08-01-2024_13-25-05,579,0.03,0.0,-3.511,41.211,24.29,23.671,22.395,99.226,150.0,255.0
08-01-2024_13-25-06,579,0.03,0.0,-3.511,41.226,24.254,23.724,22.4,99.197,150.0,255.0
08-01-2024_13-25-06,579,0.03,0.0,-3.511,41.233,24.297,23.694,22.395,99.212,150.0,255.0
08-01-2024_13-25-06,579,0.03,0.0,-3.511,41.237,24.255,23.678,22.392,99.202,150.0,255.0
08-01-2024_13-25-06,580,0.03,0.0,-3.511,41.239,24.257,23.699,22.393,99.175,150.0,255.0
08-01-2024_13-25-07,580,0.03,0.0,-3.511,41.239,24.263,23.757,22.391,99.212,150.0,255.0
08-01-2024_13-25-07,580,0.03,0.0,-3.511,41.257,24.3,23.775,22.394,99.197,150.0,255.0
08-01-2024_13-25-07,580,0.03,0.0,-3.511,41.264,24.302,23.651,22.387,99.218,150.0,255.0
08-01-2024_13-25-07,581,0.03,0.0,-3.511,41.257,24.274,23.738,22.391,99.215,150.0,255.0
08-01-2024_13-25-08,581,0.031,0.0,-3.511,41.28,24.323,23.74,22.385,99.147,150.0,255.0
08-01-2024_13-25-08,581,0.03,0.0,-3.511,41.278,24.295,23.708,22.384,99.2,150.0,255.0
08-01-2024_13-25-08,581,0.03,0.0,-3.511,41.284,24.276,23.698,22.394,99.166,150.0,255.0
08-01-2024_13-25-08,582,0.03,0.0,-3.511,41.287,24.287,23.641,22.397,99.202,150.0,255.0
08-01-2024_13-25-09,582,0.03,0.0,-3.511,41.3,24.305,23.697,22.405,99.178,150.0,255.0
08-01-2024_13-25-09,582,0.03,0.0,-3.511,41.308,24.329,23.653,22.409,99.187,150.0,255.0
08-01-2024_13-25-09,582,0.03,0.0,-3.511,41.315,24.315,23.742,22.411,99.163,150.0,255.0
08-01-2024_13-25-09,583,0.03,0.0,-3.511,41.322,24.292,23.751,22.415,99.189,150.0,255.0
08-01-2024_13-25-10,583,0.03,0.0,-3.511,41.323,24.294,23.768,22.417,99.145,150.0,255.0
08-01-2024_13-25-10,583,0.03,0.0,-3.511,41.33,24.322,23.742,22.422,99.185,150.0,255.0
08-01-2024_13-25-10,583,0.03,0.0,-3.511,41.34,24.287,23.74,22.411,99.19,150.0,255.0
08-01-2024_13-25-10,584,0.03,0.0,-3.511,41.34,24.301,23.74,22.417,99.171,150.0,255.0
08-01-2024_13-25-11,584,0.03,0.0,-3.511,41.353,24.37,23.656,22.416,99.181,150.0,255.0
08-01-2024_13-25-11,584,0.03,0.0,-3.511,41.352,24.305,23.797,22.421,99.174,150.0,255.0
08-01-2024_13-25-11,584,0.03,0.0,-3.511,41.361,24.359,23.702,22.428,99.177,150.0,255.0
08-01-2024_13-25-11,585,0.03,0.0,-3.511,41.369,24.273,23.64,22.436,99.138,150.0,255.0
08-01-2024_13-25-12,585,0.03,0.0,-3.511,41.38,24.281,23.792,22.446,99.159,150.0,255.0
08-01-2024_13-25-12,585,0.03,0.0,-3.511,41.378,24.345,23.703,22.459,99.142,150.0,255.0
08-01-2024_13-25-12,585,0.03,0.0,-3.511,41.384,24.334,23.753,22.47,99.166,150.0,255.0
08-01-2024_13-25-12,586,0.03,0.0,-3.511,41.38,24.356,23.757,22.467,99.149,150.0,255.0
08-01-2024_13-25-13,586,0.03,0.0,-3.511,41.393,24.284,23.797,22.474,99.155,150.0,255.0
08-01-2024_13-25-13,586,0.03,0.0,-3.511,41.404,24.338,23.74,22.48,99.175,150.0,255.0
08-01-2024_13-25-13,586,0.03,0.0,-3.511,41.407,24.352,23.788,22.487,99.132,150.0,255.0
08-01-2024_13-25-13,587,0.031,0.0,-3.511,41.407,24.31,23.748,22.497,99.16,150.0,255.0
08-01-2024_13-25-14,587,0.03,0.0,-3.511,41.41,24.435,23.719,22.504,99.164,150.0,255.0
08-01-2024_13-25-14,587,0.03,0.0,-3.511,41.433,24.354,23.814,22.511,99.149,150.0,255.0
08-01-2024_13-25-14,587,0.03,0.0,-3.511,41.425,24.307,23.751,22.514,99.127,150.0,255.0
08-01-2024_13-25-14,588,0.03,0.0,-3.511,41.426,24.361,23.704,22.52,99.16,150.0,255.0
08-01-2024_13-25-15,588,0.03,0.0,-3.511,41.429,24.42,23.722,22.521,99.107,150.0,255.0
08-01-2024_13-25-15,588,0.03,0.0,-3.511,41.44,24.407,23.654,22.52,99.113,150.0,255.0
08-01-2024_13-25-15,588,0.03,0.0,-3.511,41.436,24.372,23.69,22.525,99.107,150.0,255.0
08-01-2024_13-25-15,589,0.03,0.0,-3.511,41.456,24.321,23.789,22.526,99.145,150.0,255.0
08-01-2024_13-25-16,589,0.03,0.0,-3.511,41.448,24.418,23.787,22.529,99.077,150.0,255.0
08-01-2024_13-25-16,589,0.03,0.0,-3.511,41.458,24.368,23.844,22.519,99.147,150.0,255.0
08-01-2024_13-25-16,589,0.03,0.0,-3.511,41.465,24.403,23.808,22.519,99.164,150.0,255.0
08-01-2024_13-25-16,590,0.03,0.0,-3.511,41.48,24.373,23.81,22.527,99.113,150.0,255.0
08-01-2024_13-25-17,590,0.03,0.0,-3.511,41.476,24.307,23.749,22.518,99.136,150.0,255.0
08-01-2024_13-25-17,590,0.03,0.0,-3.511,41.478,24.439,23.821,22.521,99.142,150.0,255.0
08-01-2024_13-25-17,590,0.03,0.0,-3.511,41.488,24.36,23.778,22.515,99.116,150.0,255.0
08-01-2024_13-25-17,591,0.03,0.0,-3.511,41.493,24.383,23.766,22.521,99.082,150.0,255.0
08-01-2024_13-25-18,591,0.03,0.0,-3.511,41.495,24.413,23.786,22.513,99.085,150.0,255.0
08-01-2024_13-25-18,591,0.03,0.0,-3.511,41.496,24.419,23.78,22.514,99.113,150.0,255.0
08-01-2024_13-25-18,591,0.03,0.0,-3.511,41.509,24.392,23.845,22.514,99.099,150.0,255.0
08-01-2024_13-25-18,592,0.03,0.0,-3.511,41.516,24.422,23.823,22.507,99.094,150.0,255.0
08-01-2024_13-25-19,592,0.03,0.0,-3.511,41.524,24.414,23.787,22.511,99.133,150.0,255.0
08-01-2024_13-25-19,592,0.03,0.0,-3.511,41.518,24.392,23.82,22.51,99.116,150.0,255.0
08-01-2024_13-25-19,593,0.03,0.0,-3.511,41.534,24.387,23.804,22.511,99.076,150.0,255.0
08-01-2024_13-25-19,593,0.03,0.0,-3.511,41.536,24.388,23.868,22.506,99.131,150.0,255.0
08-01-2024_13-25-20,593,0.031,0.0,-3.511,41.534,24.378,23.709,22.509,99.107,150.0,255.0
08-01-2024_13-25-20,593,0.03,0.0,-3.511,41.55,24.391,23.771,22.503,99.1,150.0,255.0
08-01-2024_13-25-20,594,0.03,0.0,-3.511,41.548,24.385,23.864,22.508,99.094,150.0,255.0
08-01-2024_13-25-20,594,0.03,0.0,-3.511,41.556,24.347,23.868,22.507,99.122,150.0,255.0
08-01-2024_13-25-21,594,0.03,0.0,-3.511,41.56,24.416,23.808,22.505,99.102,150.0,255.0
08-01-2024_13-25-21,594,0.03,0.0,-3.511,41.564,24.416,23.89,22.496,99.114,150.0,255.0
08-01-2024_13-25-21,595,0.03,0.0,-3.511,41.57,24.385,23.793,22.502,99.127,150.0,255.0
08-01-2024_13-25-21,595,0.03,0.0,-3.511,41.586,24.434,23.814,22.5,99.108,150.0,255.0
08-01-2024_13-25-22,595,0.03,0.0,-3.511,41.589,24.428,23.786,22.495,99.071,150.0,255.0
08-01-2024_13-25-22,595,0.03,0.0,-3.511,41.585,24.446,23.895,22.495,99.073,150.0,255.0
08-01-2024_13-25-22,596,0.03,0.0,-3.511,41.602,24.477,23.718,22.491,99.048,150.0,255.0
08-01-2024_13-25-22,596,0.03,0.0,-3.511,41.599,24.45,23.857,22.497,99.094,150.0,255.0
08-01-2024_13-25-23,596,0.03,0.0,-3.511,41.624,24.45,23.886,22.495,99.044,150.0,255.0
08-01-2024_13-25-23,596,0.03,0.0,-3.511,41.62,24.395,23.816,22.49,99.024,150.0,255.0
08-01-2024_13-25-23,597,0.03,0.0,-3.511,41.621,24.485,23.889,22.488,99.103,150.0,255.0
08-01-2024_13-25-23,597,0.03,0.0,-3.511,41.616,24.416,23.809,22.488,99.063,150.0,255.0
08-01-2024_13-25-24,597,0.03,0.0,-3.511,41.628,24.477,23.788,22.482,99.065,150.0,255.0
08-01-2024_13-25-24,597,0.03,0.0,-3.511,41.635,24.512,23.804,22.489,99.109,150.0,255.0
08-01-2024_13-25-24,598,0.03,0.0,-3.511,41.646,24.398,23.838,22.476,99.079,150.0,255.0
08-01-2024_13-25-24,598,0.03,0.0,-3.511,41.65,24.423,23.825,22.481,99.074,150.0,255.0
08-01-2024_13-25-25,598,0.03,0.0,-3.511,41.647,24.444,23.968,22.476,99.064,150.0,255.0
08-01-2024_13-25-25,598,0.03,0.0,-3.511,41.664,24.375,23.907,22.476,99.083,150.0,255.0
08-01-2024_13-25-25,599,0.03,0.0,-3.511,41.664,24.454,23.829,22.477,99.08,150.0,255.0
08-01-2024_13-25-25,599,0.031,0.0,-3.511,41.665,24.451,23.833,22.473,99.049,150.0,255.0
08-01-2024_13-25-26,599,0.03,0.0,-3.511,41.67,24.414,23.899,22.473,99.029,150.0,255.0
08-01-2024_13-25-26,599,0.03,0.0,-3.511,41.673,24.44,23.865,22.473,99.049,150.0,255.0
08-01-2024_13-25-26,600,0.03,0.0,-3.511,41.678,24.397,23.82,22.48,99.053,150.0,255.0
08-01-2024_13-25-26,600,0.03,0.0,-3.511,41.685,24.455,23.833,22.476,99.023,150.0,255.0
08-01-2024_13-25-27,600,0.03,0.0,-3.511,41.7,24.452,23.933,22.479,99.083,150.0,255.0
08-01-2024_13-25-27,600,0.03,0.0,-3.511,41.694,24.493,23.818,22.483,99.054,150.0,255.0
08-01-2024_13-25-27,601,0.03,0.0,-3.511,41.704,24.461,23.936,22.484,99.027,150.0,255.0
08-01-2024_13-25-27,601,0.03,0.0,-3.511,41.708,24.416,23.904,22.491,99.051,150.0,255.0
08-01-2024_13-25-28,601,0.03,0.0,-3.511,41.706,24.402,23.892,22.497,99.041,150.0,255.0
08-01-2024_13-25-28,601,0.03,0.0,-3.511,41.711,24.399,23.981,22.491,99.03,150.0,255.0
08-01-2024_13-25-28,602,0.03,0.0,-3.511,41.715,24.41,23.857,22.491,98.991,150.0,255.0
08-01-2024_13-25-28,602,0.03,0.0,-3.511,41.717,24.47,23.805,22.5,99.028,150.0,255.0
08-01-2024_13-25-29,602,0.03,0.0,-3.511,41.719,24.45,23.88,22.497,99.023,150.0,255.0
08-01-2024_13-25-29,602,0.03,0.0,-3.511,41.725,24.53,23.843,22.506,99.034,150.0,255.0
08-01-2024_13-25-29,603,0.03,0.0,-3.511,41.732,24.509,23.821,22.506,99.036,150.0,255.0
08-01-2024_13-25-29,603,0.03,0.0,-3.511,41.73,24.5,23.896,22.509,98.984,150.0,255.0
08-01-2024_13-25-30,603,0.03,0.0,-3.511,41.714,24.539,23.895,22.503,99.053,150.0,255.0
08-01-2024_13-25-30,603,0.03,0.0,-3.511,41.727,24.574,23.894,22.505,99.036,150.0,255.0
08-01-2024_13-25-30,604,0.03,0.0,-3.511,41.726,24.474,23.879,22.511,98.999,150.0,255.0
08-01-2024_13-25-30,604,0.03,0.0,-3.511,41.729,24.509,23.88,22.512,99.043,150.0,255.0
08-01-2024_13-25-31,604,0.03,0.0,-3.511,41.735,24.487,23.865,22.507,99.027,150.0,255.0
08-01-2024_13-25-31,604,0.03,0.0,-3.511,41.744,24.511,23.894,22.504,99.009,150.0,255.0
08-01-2024_13-25-31,605,0.03,0.0,-3.511,41.739,24.49,23.886,22.511,99.007,150.0,255.0
08-01-2024_13-25-31,605,0.031,0.0,-3.511,41.747,24.48,23.925,22.51,99.045,150.0,255.0
08-01-2024_13-25-32,605,0.03,0.0,-3.511,41.744,24.524,23.941,22.51,99.039,150.0,255.0
08-01-2024_13-25-32,605,0.03,0.0,-3.511,41.758,24.514,23.919,22.515,99.006,150.0,255.0
08-01-2024_13-25-32,606,0.03,0.0,-3.511,41.754,24.462,23.795,22.511,99.005,150.0,255.0
08-01-2024_13-25-32,606,0.03,0.0,-3.511,41.758,24.474,23.953,22.514,98.979,150.0,255.0
08-01-2024_13-25-33,606,0.03,0.0,-3.511,41.748,24.512,23.932,22.513,99.002,150.0,255.0
08-01-2024_13-25-33,606,0.03,0.0,-3.511,41.775,24.52,23.871,22.517,98.974,150.0,255.0
08-01-2024_13-25-33,607,0.03,0.0,-3.511,41.754,24.513,23.936,22.515,98.99,150.0,255.0
08-01-2024_13-25-33,607,0.03,0.0,-3.511,41.767,24.49,23.971,22.515,99.006,150.0,255.0
08-01-2024_13-25-34,607,0.03,0.0,-3.511,41.768,24.52,23.907,22.517,99.011,150.0,255.0
08-01-2024_13-25-34,607,0.03,0.0,-3.511,41.767,24.533,23.915,22.517,99.001,150.0,255.0
08-01-2024_13-25-34,608,0.03,0.0,-3.511,41.768,24.46,23.986,22.506,99.005,150.0,255.0
08-01-2024_13-25-34,608,0.03,0.0,-3.511,41.767,24.467,23.939,22.509,98.974,150.0,255.0
08-01-2024_13-25-35,608,0.03,0.0,-3.511,41.77,24.545,23.999,22.506,99.0,150.0,255.0
08-01-2024_13-25-35,608,0.03,0.0,-3.511,41.779,24.495,23.937,22.501,98.977,150.0,255.0
08-01-2024_13-25-35,609,0.03,0.0,-3.511,41.781,24.49,23.921,22.498,99.002,150.0,255.0
08-01-2024_13-25-35,609,0.03,0.0,-3.511,41.769,24.522,23.887,22.49,98.989,150.0,255.0
08-01-2024_13-25-36,609,0.03,0.0,-3.511,41.781,24.545,23.985,22.489,98.978,150.0,255.0
08-01-2024_13-25-36,609,0.03,0.0,-3.511,41.78,24.559,23.917,22.486,98.974,150.0,255.0
08-01-2024_13-25-36,610,0.03,0.0,-3.511,41.785,24.564,24.008,22.478,98.979,150.0,255.0
